"","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"34",1,FALSE,1,174,14,1,0.071,0.006,"KEGG:05202","keg",1,"Transcriptional misregulation in cancer",2,"MM.327442"
"35",1,FALSE,1,70,14,1,0.071,0.014,"KEGG:05320","keg",1,"Autoimmune thyroid disease",2,"MM.88795"
"36",1,FALSE,1,61,14,1,0.071,0.016,"KEGG:04940","keg",1,"Type I diabetes mellitus",2,"MM.88795"
"37",1,FALSE,0.971,1314,14,6,0.429,0.005,"KEGG:01100","keg",1,"Metabolic pathways",2,"MM.28110,MM.2475,MM.154144,MM.206417,MM.13694,MM.458542"
"38",1,FALSE,1,39,14,1,0.071,0.026,"KEGG:00350","keg",1,"Tyrosine metabolism",2,"MM.28110"
"39",1,FALSE,1,45,14,1,0.071,0.022,"KEGG:00380","keg",1,"Tryptophan metabolism",2,"MM.2475"
"40",1,FALSE,1,71,14,1,0.071,0.014,"KEGG:04976","keg",1,"Bile secretion",2,"MM.594"
"41",1,FALSE,1,49,14,1,0.071,0.02,"KEGG:00071","keg",1,"Fatty acid degradation",2,"MM.2475"
"42",1,FALSE,1,147,14,1,0.071,0.007,"KEGG:05224","keg",1,"Breast cancer",2,"MM.241282"
"43",1,FALSE,1,56,14,1,0.071,0.018,"KEGG:05332","keg",1,"Graft-versus-host disease",2,"MM.88795"
"44",1,FALSE,1,106,14,1,0.071,0.009,"KEGG:05146","keg",1,"Amoebiasis",2,"MM.154144"
"45",1,FALSE,1,215,14,1,0.071,0.005,"KEGG:04810","keg",1,"Regulation of actin cytoskeleton",2,"MM.241282"
"46",1,FALSE,1,22,14,1,0.071,0.045,"KEGG:00360","keg",1,"Phenylalanine metabolism",2,"MM.28110"
"47",1,FALSE,1,86,14,1,0.071,0.012,"KEGG:04610","keg",1,"Complement and coagulation cascades",2,"MM.12900"
"48",1,TRUE,0.0157,78,14,3,0.214,0.038,"KEGG:01230","keg",1,"Biosynthesis of amino acids",2,"MM.28110,MM.154144,MM.206417"
"49",1,FALSE,1,228,14,1,0.071,0.004,"KEGG:04014","keg",1,"Ras signaling pathway",2,"MM.241282"
